ID,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Purchased Bike
28997,Single,Male,40000,2,High School,Professional,No,1,2-5 Miles,North America,58,Yes
24398,Married,Male,130000,1,Graduate Degree,Management,Yes,4,0-1 Miles,North America,41,No
19002,Married,Female,60000,2,Partial College,Professional,Yes,1,2-5 Miles,North America,57,Yes
28609,Married,Male,30000,2,High School,Skilled Manual,No,2,0-1 Miles,North America,49,No
29231,Single,,80000,4,Partial College,Professional,No,2,0-1 Miles,North America,43,No
18858,Single,Male,60000,2,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,52,Yes
20000,Married,Male,60000,1,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,Yes
25261,Married,Male,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,27,No
17458,Single,Male,70000,3,High School,Professional,Yes,0,5-10 Miles,North America,52,Yes
11644,Single,Male,40000,2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,36,No
16145,Single,Female,70000,5,Graduate Degree,Professional,Yes,3,10+ Miles,North America,46,Yes
16890,Married,Male,60000,3,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,52,Yes
25983,Married,Male,70000,0,Bachelors,Professional,No,1,0-1 Miles,North America,43,No
14633,Married,Male,60000,1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,44,No
22994,Married,Female,80000,0,Bachelors,Management,Yes,1,1-2 Miles,North America,34,Yes
22983,Single,Female,30000,0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,27,No
25184,Single,Male,110000,1,Partial College,Professional,Yes,4,5-10 Miles,North America,45,Yes
14469,Married,Female,100000,3,Partial College,Professional,Yes,4,1-2 Miles,North America,45,No
11538,Single,Female,60000,4,Graduate Degree,Skilled Manual,No,,0-1 Miles,North America,47,Yes
16245,Single,Female,80000,4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,No
17858,Married,Male,40000,4,High School,Skilled Manual,Yes,2,2-5 Miles,North America,44,Yes
25347,Single,Female,20000,3,Partial High School,Clerical,No,2,0-1 Miles,North America,49,No
15814,Single,Female,40000,0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,30,No
11259,Married,Female,100000,4,Partial College,Professional,Yes,4,2-5 Miles,North America,41,Yes
11200,Married,Male,70000,4,Bachelors,Management,Yes,1,1-2 Miles,North America,58,No
25101,Married,Male,60000,5,Bachelors,Professional,Yes,1,2-5 Miles,North America,47,No
21801,Married,Female,70000,4,Partial College,Professional,Yes,1,1-2 Miles,North America,55,No
25943,Single,Female,70000,0,Partial College,Skilled Manual,No,2,0-1 Miles,North America,27,Yes
22127,Married,Male,60000,3,Graduate Degree,Management,Yes,2,1-2 Miles,North America,67,No
20414,Married,Female,60000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,29,No
23672,Married,Female,60000,3,Graduate Degree,Management,Yes,2,1-2 Miles,North America,67,No
29255,Single,Male,80000,3,Partial College,Professional,No,1,1-2 Miles,North America,51,Yes
28815,Married,Female,50000,1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,35,No
27753,Married,Male,40000,0,High School,Skilled Manual,No,2,1-2 Miles,North America,30,No
27643,Single,Male,70000,5,Partial College,Professional,Yes,3,2-5 Miles,North America,44,No
13754,Single,Female,80000,4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,48,No
22088,Married,Female,130000,1,Bachelors,Management,Yes,2,0-1 Miles,North America,45,Yes
27388,Married,Male,60000,3,Bachelors,Management,No,2,1-2 Miles,North America,66,No
24745,Single,Female,30000,2,High School,Skilled Manual,No,2,0-1 Miles,North America,49,No
29237,Single,Female,120000,4,Partial College,Professional,Yes,3,5-10 Miles,North America,43,Yes
15272,Single,Male,40000,0,High School,Skilled Manual,No,2,1-2 Miles,North America,30,No
18949,Single,Male,70000,,Graduate Degree,Management,Yes,2,5-10 Miles,North America,74,Yes
14507,Married,Male,100000,2,Graduate Degree,Management,Yes,3,1-2 Miles,North America,65,No
25886,Married,Female,60000,2,Partial College,Professional,Yes,2,2-5 Miles,North America,56,Yes
21441,Married,Male,50000,4,Bachelors,Management,Yes,2,10+ Miles,North America,64,No
21741,Married,Female,70000,3,Partial College,Professional,Yes,2,5-10 Miles,North America,50,Yes
14572,Married,Female,70000,3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Yes
23368,Married,Female,60000,5,Bachelors,Skilled Manual,Yes,3,10+ Miles,North America,41,No
16217,Single,Female,60000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,39,No
16247,Single,Female,60000,4,Graduate Degree,Skilled Manual,,0,1-2 Miles,North America,47,No
22010,Single,Male,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,31,No
25872,Single,Female,70000,2,Bachelors,Management,No,1,2-5 Miles,North America,58,Yes
19164,Single,Female,70000,0,Bachelors,Professional,No,1,2-5 Miles,North America,38,Yes
18435,Single,Female,70000,5,Graduate Degree,Management,Yes,2,10+ Miles,North America,67,Yes
14284,Single,Male,60000,0,Partial College,Professional,No,2,1-2 Miles,North America,32,Yes
11287,Married,Male,70000,5,Partial College,Professional,No,3,5-10 Miles,North America,45,No
13066,Single,Male,30000,0,High School,Skilled Manual,No,2,1-2 Miles,North America,31,Yes
29106,Single,Male,40000,0,High School,Skilled Manual,No,2,1-2 Miles,North America,31,Yes
26236,Married,Female,40000,3,Partial College,Clerical,Yes,1,0-1 Miles,North America,31,No
17531,Married,Male,60000,2,High School,Professional,No,2,5-10 Miles,North America,50,No
12964,Married,Male,70000,1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,44,No
19133,Single,Male,50000,2,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,38,Yes
24643,Single,Female,60000,4,Bachelors,Management,Yes,2,10+ Miles,North America,63,No
21599,Married,Female,60000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Yes
22976,Single,Male,40000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,28,Yes
27637,Single,Female,100000,1,Partial College,Professional,No,3,1-2 Miles,North America,44,No
11890,Married,Female,70000,5,Graduate Degree,Professional,Yes,1,0-1 Miles,North America,47,No
28580,Married,Female,80000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,40,Yes
14443,Married,Male,130000,1,Graduate Degree,Management,Yes,4,0-1 Miles,North America,40,No
17864,Married,Female,60000,1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,46,Yes
20505,Married,Female,40000,5,High School,Professional,No,2,10+ Miles,North America,61,No
14592,Married,Female,60000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,40,No
22227,Married,Female,60000,2,High School,Professional,Yes,2,5-10 Miles,North America,50,No
21471,Married,Male,70000,2,Partial College,Professional,Yes,1,10+ Miles,North America,59,No
22252,Single,Female,60000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Yes
21260,Single,Female,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,30,No
11817,Single,Female,70000,4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Yes
19223,Married,Female,30000,2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,48,No
18517,Married,Male,100000,3,Bachelors,Management,Yes,4,0-1 Miles,North America,41,No
21717,Married,Male,40000,2,Partial College,Clerical,Yes,1,0-1 Miles,North America,47,No
13760,Married,Male,60000,4,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,No
18145,Married,Male,80000,5,Bachelors,Management,No,2,2-5 Miles,Europe,62,No
21770,Married,Male,60000,4,Bachelors,Management,Yes,2,10+ Miles,North America,60,No
11165,Married,Female,60000,0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,33,No
16377,Single,Female,80000,4,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,No
26248,Married,Male,20000,3,Partial High School,Clerical,No,2,0-1 Miles,North America,52,No
23461,Married,Female,90000,5,Partial College,Professional,Yes,3,2-5 Miles,North America,40,No
29133,Single,Female,60000,4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,42,No
27673,Single,Female,60000,3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53,Yes
12774,Married,Female,40000,1,Partial College,Clerical,Yes,1,1-2 Miles,North America,51,Yes
18910,Single,Male,30000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,30,No
11699,Single,,60000,,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,,No
16725,Married,Male,30000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,26,No
28269,Single,Female,130000,1,Bachelors,Management,No,1,2-5 Miles,North America,45,No
23144,Married,Male,50000,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,34,Yes
23376,Married,Male,70000,1,Bachelors,Professional,Yes,1,2-5 Miles,North America,44,Yes
25970,Single,Female,60000,4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,41,Yes
28068,Single,Female,80000,3,Graduate Degree,Professional,No,0,0-1 Miles,North America,36,Yes
18390,Married,,80000,5,Partial College,Professional,Yes,2,0-1 Miles,North America,44,No
29112,Single,Male,60000,0,Partial College,Professional,No,2,1-2 Miles,North America,30,No
14090,Married,Female,30000,0,Partial High School,Clerical,No,2,0-1 Miles,North America,28,No
27040,Married,Male,20000,2,Partial High School,Clerical,Yes,2,1-2 Miles,North America,49,No
23479,Single,Male,90000,0,Partial College,Professional,No,2,0-1 Miles,North America,43,Yes
16795,Married,Female,70000,4,Bachelors,Management,Yes,1,1-2 Miles,North America,59,No
22014,Single,Male,30000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,26,No
13314,Married,Male,120000,1,High School,Professional,Yes,4,5-10 Miles,North America,46,Yes
11619,Single,Female,50000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,No
29132,Single,Female,40000,0,Bachelors,Professional,Yes,1,2-5 Miles,North America,42,Yes
11199,Married,Female,70000,4,Bachelors,Management,Yes,1,10+ Miles,North America,59,No
20296,Single,Female,60000,0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,33,Yes
17546,Married,Female,70000,1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,44,Yes
18069,Married,Male,70000,5,Bachelors,Management,Yes,4,10+ Miles,North America,60,No
23712,Single,Female,70000,2,Bachelors,Management,Yes,1,10+ Miles,North America,59,No
23358,Married,Male,60000,0,High School,Professional,Yes,2,5-10 Miles,North America,32,Yes
20518,Married,Female,70000,2,Partial College,Professional,Yes,1,10+ Miles,North America,58,No
28026,Married,Female,40000,2,High School,Professional,No,2,2-5 Miles,North America,59,No
11669,Single,Female,70000,2,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,38,No
16020,Married,Male,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,28,Yes
27090,Married,Female,60000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,37,Yes
27198,Single,Female,80000,0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,40,No
19661,Single,Male,90000,4,Bachelors,Management,Yes,1,1-2 Miles,North America,38,Yes
26327,Married,Male,70000,4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Yes
26341,Married,Female,70000,5,Graduate Degree,Professional,Yes,2,0-1 Miles,North America,37,No
24958,Single,Female,40000,5,High School,Professional,No,3,2-5 Miles,North America,60,Yes
13287,Single,Male,110000,4,Bachelors,Management,Yes,4,5-10 Miles,North America,42,Yes
14493,Single,Female,70000,3,Graduate Degree,Management,No,2,1-2 Miles,North America,53,No
26678,Single,Female,80000,2,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,49,No
23275,Married,Male,30000,2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,49,No
11270,Married,Male,130000,2,Graduate Degree,Management,Yes,3,0-1 Miles,North America,42,Yes
20084,Married,Male,20000,2,High School,Manual,No,2,0-1 Miles,North America,53,No
16144,Married,Male,70000,1,Graduate Degree,Professional,Yes,1,0-1 Miles,North America,46,Yes
27731,Married,Male,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,27,No
11886,Married,Female,60000,3,Bachelors,Professional,Yes,1,0-1 Miles,North America,48,Yes
24324,Single,Female,60000,4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,Yes
22220,Married,Male,60000,2,High School,Professional,No,2,1-2 Miles,North America,49,Yes
26625,Single,Female,60000,0,Graduate Degree,Professional,Yes,1,2-5 Miles,North America,38,Yes
23027,Single,Male,130000,1,Bachelors,Management,No,4,0-1 Miles,North America,44,No
16867,Single,Female,130000,1,Bachelors,Management,No,3,0-1 Miles,North America,45,Yes
14514,Single,Female,30000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,26,No
19634,Married,Male,40000,0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,31,No
18504,Married,Male,70000,2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,49,No
28799,Single,Female,40000,2,Partial College,Clerical,No,1,1-2 Miles,North America,47,Yes
11225,Married,Female,60000,2,Partial College,Professional,Yes,1,10+ Miles,North America,55,No
17657,Married,Male,40000,4,Partial College,Clerical,No,0,0-1 Miles,North America,30,No
14913,Married,Female,40000,1,Partial College,Clerical,Yes,1,1-2 Miles,North America,48,Yes
14077,Single,Male,30000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,30,No
13296,Married,Male,110000,1,Bachelors,Management,Yes,3,5-10 Miles,North America,45,No
20535,Married,Female,70000,4,Partial College,Professional,Yes,1,10+ Miles,North America,56,No
12452,Married,Male,60000,4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,Yes
28043,Married,Female,60000,2,Bachelors,Management,Yes,0,10+ Miles,North America,56,No
12957,Single,Female,70000,1,Bachelors,Professional,No,1,0-1 Miles,North America,44,No
15412,Married,Male,130000,2,Graduate Degree,Management,Yes,3,2-5 Miles,North America,69,No
20514,Married,Female,70000,2,Partial College,Professional,Yes,1,2-5 Miles,North America,59,No
20758,Married,Male,30000,2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,50,No
11801,Married,Male,60000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,No
22211,Married,Male,60000,0,Partial College,Professional,Yes,2,5-10 Miles,North America,32,No
28087,Single,Female,40000,0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,27,No
23668,Married,Female,40000,4,High School,Professional,Yes,2,5-10 Miles,North America,59,Yes
27441,Married,Male,60000,3,High School,Professional,No,2,2-5 Miles,North America,53,No
27261,Married,Male,40000,1,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,36,Yes
18649,Single,Male,30000,1,High School,Clerical,Yes,2,1-2 Miles,North America,51,Yes
21714,Single,Female,80000,5,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,No
23217,Single,Female,60000,3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,43,Yes
23797,Single,Male,20000,3,Partial High School,Clerical,No,2,0-1 Miles,North America,50,No
13216,Married,Female,60000,5,Bachelors,Management,Yes,3,10+ Miles,North America,59,No
20657,Single,Male,50000,2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,37,Yes
12882,Married,Male,50000,1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,33,Yes
25908,Married,Female,60000,0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,27,No
16753,Single,Female,70000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,34,Yes
14608,Married,Male,50000,4,Bachelors,Skilled Manual,Yes,3,10+ Miles,North America,42,No
24979,Married,Female,60000,2,Partial College,Professional,Yes,2,2-5 Miles,North America,57,Yes
13313,Married,Female,120000,1,High School,Professional,No,4,2-5 Miles,North America,45,No
18952,Married,Female,100000,4,Bachelors,Management,Yes,4,0-1 Miles,North America,40,No
17699,Married,Male,60000,1,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,,No
14657,Married,Male,80000,1,Partial College,Skilled Manual,No,1,0-1 Miles,North America,47,Yes
11540,Single,Male,60000,4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,Yes
11783,Married,Female,60000,1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,34,No
14602,Married,Female,80000,3,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,36,Yes
29030,Married,Male,70000,2,Partial High School,Skilled Manual,Yes,2,10+ Miles,North America,54,No
26490,Single,Male,70000,2,Bachelors,Management,No,1,2-5 Miles,North America,59,Yes
13151,Single,Male,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,27,No
17260,Married,Male,90000,5,Partial College,Professional,Yes,3,0-1 Miles,North America,41,No
15372,Married,Male,80000,3,Partial College,Professional,No,2,2-5 Miles,North America,50,Yes
18105,Married,Female,60000,2,Partial College,Professional,Yes,1,10+ Miles,North America,55,No
19660,Married,Male,80000,4,Bachelors,Management,Yes,0,0-1 Miles,North America,43,No
16112,Single,Male,70000,4,Bachelors,Professional,Yes,2,2-5 Miles,North America,43,Yes
20698,Married,Male,60000,4,Bachelors,Skilled Manual,Yes,3,5-10 Miles,North America,42,No
20076,Single,Female,10000,2,High School,Manual,Yes,2,1-2 Miles,North America,53,Yes
24496,Single,Female,40000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,28,Yes
15468,Married,Female,50000,1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,North America,35,No
28031,Single,Female,70000,2,Bachelors,Management,No,1,2-5 Miles,North America,59,Yes
26270,Single,Female,20000,2,Partial High School,Clerical,Yes,2,1-2 Miles,North America,49,No
22221,Married,Male,60000,2,High School,Professional,No,2,1-2 Miles,North America,48,Yes
28228,Single,Female,80000,2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,50,No
18363,Married,Male,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,28,Yes
23256,Single,Male,30000,1,High School,Clerical,No,1,5-10 Miles,North America,52,No
12768,Married,Male,30000,1,High School,Clerical,Yes,1,2-5 Miles,North America,52,Yes
20361,Married,Male,50000,2,Graduate Degree,Management,Yes,2,5-10 Miles,North America,69,No
21306,Single,Male,60000,2,High School,Professional,Yes,2,5-10 Miles,North America,51,No
13382,Married,Male,70000,5,Partial College,Professional,Yes,2,1-2 Miles,North America,57,Yes
20310,Single,Male,60000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,Yes
22971,Single,Female,30000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,25,Yes
15287,Single,Female,50000,1,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,Yes
15532,Single,Male,60000,4,Bachelors,Professional,Yes,2,2-5 Miles,North America,43,Yes
11255,Married,Male,70000,4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,73,No
28090,Married,Male,40000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,No
15255,Married,Male,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,28,Yes
13154,Married,Male,40000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,27,Yes
26778,Single,Female,40000,,High School,Skilled Manual,Yes,2,5-10 Miles,North America,31,No
23248,Married,Female,10000,2,High School,Manual,Yes,2,1-2 Miles,North America,53,No
21417,Single,Female,60000,0,Partial College,Professional,No,2,1-2 Miles,North America,32,Yes
17668,Single,Male,30000,2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,50,Yes
27994,Married,Female,40000,4,High School,Professional,Yes,2,5-10 Miles,North America,69,No
20376,Single,Female,70000,3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,52,Yes
25954,Married,Male,60000,0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,31,No
15749,Single,Female,70000,4,Bachelors,Management,Yes,2,10+ Miles,North America,61,No
25899,Married,Female,70000,2,High School,Professional,Yes,2,10+ Miles,North America,53,No
13351,Single,Female,70000,4,Bachelors,Management,Yes,2,1-2 Miles,North America,62,Yes
23333,Married,Male,40000,0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,30,No
21660,Married,Female,60000,3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,43,Yes
17012,Married,Female,60000,3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,42,Yes
24514,Married,Male,40000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,30,No
27505,Single,Female,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,30,No
29243,Single,Male,110000,1,Bachelors,Management,Yes,1,5-10 Miles,North America,43,No
26582,Married,Male,60000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,33,Yes
14271,Married,Male,30000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,32,No
23041,Single,Female,70000,4,High School,Professional,Yes,0,5-10 Miles,North America,50,Yes
29048,Single,Male,110000,2,Bachelors,Management,No,3,0-1 Miles,North America,37,Yes
24433,Married,Male,70000,3,High School,Professional,No,1,1-2 Miles,North America,52,Yes
15501,Married,Male,70000,4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Yes
13911,Single,Female,80000,3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,Yes
20421,Single,Female,40000,0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,26,No
16009,Single,Male,170000,1,Graduate Degree,Management,No,4,0-1 Miles,North America,66,No
18411,Married,Male,60000,2,High School,Professional,No,2,5-10 Miles,North America,51,No
19163,Married,Female,70000,4,Bachelors,Professional,Yes,2,0-1 Miles,North America,43,Yes
18572,Married,Female,60000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,39,No
27540,Single,Female,70000,0,Bachelors,Professional,No,1,0-1 Miles,North America,37,Yes
19889,Single,Female,70000,2,Partial High School,Skilled Manual,No,2,2-5 Miles,North America,54,Yes
12922,Single,Female,60000,3,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,40,Yes
18891,Married,Female,40000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,28,No
16773,Married,Male,60000,1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,33,No
19143,Single,Female,80000,3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,Yes
23882,Single,Female,80000,3,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37,Yes
11233,Married,Male,70000,4,Partial College,Professional,Yes,2,10+ Miles,North America,53,No
12056,Married,Male,120000,2,Graduate Degree,Management,Yes,3,5-10 Miles,North America,64,No
15555,Married,Female,60000,1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,45,Yes
18423,Single,Male,80000,2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,52,No
22743,Married,Female,40000,5,High School,Professional,Yes,2,10+ Miles,North America,60,No
25343,Single,Female,20000,3,Partial High School,Clerical,Yes,2,1-2 Miles,North America,50,No
13390,Married,Female,70000,4,Partial College,Professional,No,1,1-2 Miles,North America,56,No
17482,Single,Female,40000,0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,29,No
13176,Single,Male,130000,0,Graduate Degree,Management,No,2,0-1 Miles,North America,38,Yes
20504,Married,Female,40000,5,High School,Professional,No,2,2-5 Miles,North America,60,No
12205,Single,Female,130000,2,Bachelors,Management,No,4,0-1 Miles,North America,67,No
16751,Married,Male,60000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,32,Yes
21613,Single,Male,50000,2,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,39,Yes
24801,Single,Male,60000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Yes
17519,Married,Female,60000,0,Partial College,Professional,Yes,2,5-10 Miles,North America,32,No
18347,Single,Female,30000,0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,31,No
29052,Single,Male,40000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,No
11745,Married,Female,60000,1,Bachelors,Professional,Yes,1,0-1 Miles,North America,47,Yes
19147,Married,Male,40000,0,Bachelors,Professional,No,1,0-1 Miles,North America,42,No
19217,Married,Male,30000,2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,49,No
15839,Single,Male,30000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,32,No
13714,Married,Female,20000,2,High School,Manual,No,2,1-2 Miles,North America,53,Yes
22330,Married,Male,50000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,32,Yes
18783,Single,Male,80000,0,Bachelors,Management,No,1,0-1 Miles,North America,38,Yes
25041,Single,Male,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,31,No
22046,Single,Female,80000,0,Bachelors,Management,No,1,0-1 Miles,North America,38,Yes
28052,Married,Male,60000,2,High School,Professional,Yes,2,10+ Miles,North America,55,No
26693,Married,,70000,3,Partial College,Professional,Yes,1,5-10 Miles,North America,49,No
24955,Single,Male,30000,5,Partial High School,Skilled Manual,Yes,3,10+ Miles,North America,60,Yes
26065,Single,Female,110000,3,Bachelors,Management,No,4,1-2 Miles,North America,42,No
13942,Married,Male,60000,1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,46,No
11219,Married,Male,60000,2,High School,Professional,Yes,2,10+ Miles,North America,55,No
22118,Single,Female,70000,3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53,Yes
23197,Married,Male,50000,3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,40,No
14883,Married,Female,30000,1,Bachelors,Skilled Manual,Yes,1,5-10 Miles,North America,53,Yes
27279,Single,Female,70000,2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,38,Yes
18322,Single,Male,30000,0,Partial High School,Clerical,No,2,0-1 Miles,North America,26,No
15879,Married,Male,70000,5,Bachelors,Management,Yes,2,2-5 Miles,North America,61,No
28278,Married,Male,50000,2,Graduate Degree,Management,Yes,2,5-10 Miles,North America,71,No
24416,Married,Male,90000,4,High School,Professional,Yes,2,1-2 Miles,North America,45,No
28066,Married,Male,80000,2,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37,Yes
11275,Married,Female,80000,4,Graduate Degree,Management,Yes,2,0-1 Miles,North America,72,Yes
14872,Married,Male,30000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,32,No
16151,Married,Female,60000,1,Bachelors,Professional,Yes,1,2-5 Miles,North America,48,Yes
19731,Married,Male,80000,4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,68,No
23801,Married,Female,20000,2,Partial High School,Clerical,Yes,2,0-1 Miles,North America,49,No
11807,Married,Male,70000,3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,No
11622,Married,Male,50000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,32,No
26597,Single,Female,60000,4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,42,No
27074,Married,Female,70000,1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,35,Yes
19228,Married,Female,40000,2,Partial College,Clerical,Yes,1,0-1 Miles,North America,48,No
13415,Single,Male,100000,1,Graduate Degree,Management,Yes,3,2-5 Miles,North America,73,Yes
17000,Single,Female,70000,4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,43,Yes
14569,Married,Male,60000,1,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,No
13873,Married,Male,70000,3,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,Yes
20401,Married,Female,50000,4,Bachelors,Management,Yes,2,1-2 Miles,North America,64,Yes
21583,Married,Female,50000,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,34,Yes
12029,Married,Male,30000,0,Partial High School,Clerical,No,2,0-1 Miles,North America,28,No
18066,Single,Male,70000,5,Bachelors,Management,Yes,3,10+ Miles,North America,60,Yes
