Source Port,Destination Port,NAT Source Port,NAT Destination Port,Action,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received
55155,53,35899,53,allow,194,102,92,2,31,1,1
55321,53,4307,53,allow,193,102,91,2,31,1,1
43514,443,45895,443,allow,9643,2462,7181,26,146,11,15
55727,53,2697,53,allow,195,102,93,2,31,1,1
57470,12383,34199,12383,allow,5728,4818,910,87,4485,74,13
58453,443,9103,443,allow,9972,2138,7834,39,130,19,20
65238,443,5223,443,allow,26538,8416,18122,54,121,25,29
43130,443,2379,443,allow,207714,9731,197983,267,193,120,147
55002,53,42728,53,allow,196,102,94,2,31,1,1
60822,443,31127,443,allow,4435,2482,1953,10,121,6,4
56297,53,38652,53,allow,228,75,153,4,31,2,2
57032,53,17045,53,allow,166,86,80,2,31,1,1
57409,53,32069,53,allow,168,86,82,2,31,1,1
55645,443,7018,443,allow,9213,3751,5462,17,121,8,9
64824,443,53612,443,allow,2442,356,2086,12,120,5,7
52152,443,39969,443,allow,433460,26631,406829,595,147,224,371
55834,53,32935,53,allow,184,94,90,2,31,1,1
38694,443,56498,443,allow,90289,3481,86808,96,16,31,65
50593,443,18063,443,allow,1745,1068,677,18,95,10,8
50544,443,24381,443,allow,8592,1152,7440,25,150,13,12
59955,80,59955,80,allow,16324,808,15516,25,59,11,14
58761,443,45887,443,allow,318,192,126,6,26,4,2
39342,80,30469,80,allow,1638,1324,314,10,16,5,5
33705,80,63150,80,allow,1288,496,792,8,43,5,3
50547,443,55787,443,allow,5895,1068,4827,22,149,12,10
50657,443,9730,443,allow,3339,2205,1134,21,38,13,8
53801,47933,40487,47933,allow,320,140,180,6,6,3,3
59936,80,54096,80,allow,1281,399,882,10,16,6,4
53129,80,16654,80,allow,5318,685,4633,14,15,7,7
50626,443,22681,443,allow,1604,987,617,16,93,9,7
53802,59932,27956,59932,allow,320,140,180,6,6,3,3
53790,21011,61681,21011,allow,70,70,0,2,8,2,0
3478,61463,0,0,deny,585,585,0,1,0,1,0
46844,34567,0,0,deny,60,60,0,1,0,1,0
49367,445,0,0,drop,70,70,0,1,0,1,0
49366,445,0,0,drop,70,70,0,1,0,1,0
49365,445,0,0,drop,70,70,0,1,0,1,0
50514,52752,0,0,deny,146,146,0,1,0,1,0
61138,445,0,0,drop,66,66,0,1,0,1,0
49360,445,0,0,drop,70,70,0,1,0,1,0
61133,445,0,0,drop,66,66,0,1,0,1,0
6666,16010,0,0,deny,60,60,0,1,0,1,0
61132,445,0,0,drop,66,66,0,1,0,1,0
61130,445,0,0,drop,66,66,0,1,0,1,0
61128,445,0,0,drop,66,66,0,1,0,1,0
3478,61463,0,0,deny,1148,1148,0,1,0,1,0
3478,61463,0,0,deny,431,431,0,1,0,1,0
60899,445,0,0,drop,70,70,0,1,0,1,0
54737,50584,0,0,deny,66,66,0,1,0,1,0
45964,3111,0,0,deny,60,60,0,1,0,1,0
54280,3398,0,0,deny,60,60,0,1,0,1,0
61550,5529,0,0,deny,145,145,0,1,0,1,0
60888,445,0,0,drop,70,70,0,1,0,1,0
60889,445,0,0,drop,70,70,0,1,0,1,0
60887,445,0,0,drop,70,70,0,1,0,1,0
49352,445,0,0,drop,70,70,0,1,0,1,0
36369,51505,0,0,deny,62,62,0,1,0,1,0
60886,445,0,0,drop,70,70,0,1,0,1,0
3341,23117,0,0,deny,66,66,0,1,0,1,0
49351,445,0,0,drop,70,70,0,1,0,1,0
49348,445,0,0,drop,70,70,0,1,0,1,0
60883,445,0,0,drop,70,70,0,1,0,1,0
11716,37965,0,0,deny,62,62,0,1,0,1,0
26553,57470,0,0,deny,66,66,0,1,0,1,0
3478,61463,0,0,deny,252,252,0,1,0,1,0
61589,21247,0,0,deny,66,66,0,1,0,1,0
25448,36827,0,0,deny,62,62,0,1,0,1,0
12285,61248,0,0,reset-both,139,139,0,1,0,1,0
59592,37965,0,0,deny,62,62,0,1,0,1,0
61117,445,0,0,drop,66,66,0,1,0,1,0
3478,61463,0,0,deny,164,164,0,1,0,1,0
3478,61463,0,0,deny,343,343,0,1,0,1,0
3478,61463,0,0,deny,68,68,0,1,0,1,0
11136,17500,0,0,deny,62,62,0,1,0,1,0
60877,445,0,0,drop,70,70,0,1,0,1,0
54614,37807,0,0,deny,66,66,0,1,0,1,0
61110,445,0,0,drop,66,66,0,1,0,1,0
49335,445,0,0,drop,70,70,0,1,0,1,0
3478,61463,0,0,deny,1109,1109,0,1,0,1,0
3478,61463,0,0,deny,64,64,0,1,0,1,0
14618,6881,0,0,deny,66,66,0,1,0,1,0
7246,59858,0,0,deny,66,66,0,1,0,1,0
12709,51505,0,0,deny,62,62,0,1,0,1,0
61108,445,0,0,drop,66,66,0,1,0,1,0
60869,445,0,0,drop,70,70,0,1,0,1,0
60868,445,0,0,drop,70,70,0,1,0,1,0
11859,64147,0,0,deny,62,62,0,1,0,1,0
59736,51505,0,0,deny,62,62,0,1,0,1,0
61100,445,0,0,drop,66,66,0,1,0,1,0
50478,51505,0,0,deny,66,66,0,1,0,1,0
61096,445,0,0,drop,66,66,0,1,0,1,0
60863,445,0,0,drop,70,70,0,1,0,1,0
2886,35440,0,0,deny,66,66,0,1,0,1,0
60861,445,0,0,drop,70,70,0,1,0,1,0
57131,7774,0,0,deny,145,145,0,1,0,1,0
18029,50584,0,0,deny,66,66,0,1,0,1,0
14183,26467,0,0,deny,62,62,0,1,0,1,0
12651,62413,0,0,deny,62,62,0,1,0,1,0
60857,445,0,0,drop,70,70,0,1,0,1,0
62415,57470,0,0,deny,66,66,0,1,0,1,0
49322,445,0,0,drop,70,70,0,1,0,1,0
49320,445,0,0,drop,70,70,0,1,0,1,0
49321,445,0,0,drop,70,70,0,1,0,1,0
13166,57470,0,0,deny,62,62,0,1,0,1,0
60856,445,0,0,drop,70,70,0,1,0,1,0
61082,445,0,0,drop,66,66,0,1,0,1,0
61077,445,0,0,drop,66,66,0,1,0,1,0
61085,445,0,0,drop,66,66,0,1,0,1,0
61083,445,0,0,drop,66,66,0,1,0,1,0
61078,445,0,0,drop,66,66,0,1,0,1,0
61079,445,0,0,drop,66,66,0,1,0,1,0
61080,445,0,0,drop,66,66,0,1,0,1,0
61081,445,0,0,drop,66,66,0,1,0,1,0
3792,52700,0,0,deny,62,62,0,1,0,1,0
24219,1900,0,0,deny,60,60,0,1,0,1,0
34775,5900,0,0,deny,60,60,0,1,0,1,0
62973,51505,0,0,deny,62,62,0,1,0,1,0
55488,57470,0,0,deny,145,145,0,1,0,1,0
60851,445,0,0,drop,70,70,0,1,0,1,0
41744,37965,0,0,deny,62,62,0,1,0,1,0
60155,23718,0,0,deny,66,66,0,1,0,1,0
61430,37965,0,0,deny,66,66,0,1,0,1,0
49316,445,0,0,drop,70,70,0,1,0,1,0
49310,445,0,0,drop,70,70,0,1,0,1,0
49311,445,0,0,drop,70,70,0,1,0,1,0
49305,445,0,0,drop,70,70,0,1,0,1,0
33062,17,0,0,deny,60,60,0,1,0,1,0
61065,445,0,0,drop,66,66,0,1,0,1,0
61064,445,0,0,drop,66,66,0,1,0,1,0
61063,445,0,0,drop,66,66,0,1,0,1,0
59210,50584,0,0,deny,62,62,0,1,0,1,0
57917,44847,0,0,deny,66,66,0,1,0,1,0
62824,37807,0,0,deny,62,62,0,1,0,1,0
3478,61463,0,0,deny,164,164,0,1,0,1,0
50,64147,0,0,deny,62,62,0,1,0,1,0
11136,57587,0,0,deny,62,62,0,1,0,1,0
49300,445,0,0,drop,70,70,0,1,0,1,0
59422,51221,0,0,deny,66,66,0,1,0,1,0
60838,445,0,0,drop,70,70,0,1,0,1,0
49298,445,0,0,drop,70,70,0,1,0,1,0
49290,445,0,0,drop,70,70,0,1,0,1,0
49289,445,0,0,drop,70,70,0,1,0,1,0
19634,64147,0,0,deny,62,62,0,1,0,1,0
59842,62413,0,0,deny,62,62,0,1,0,1,0
3512,23,0,0,deny,60,60,0,1,0,1,0
50799,37807,0,0,deny,62,62,0,1,0,1,0
60835,445,0,0,drop,70,70,0,1,0,1,0
29697,51221,0,0,deny,62,62,0,1,0,1,0
60818,37965,0,0,deny,66,66,0,1,0,1,0
45682,37965,0,0,deny,62,62,0,1,0,1,0
55862,62413,0,0,deny,62,62,0,1,0,1,0
60070,44847,0,0,deny,66,66,0,1,0,1,0
45682,37965,0,0,deny,145,145,0,1,0,1,0
51903,26467,0,0,deny,62,62,0,1,0,1,0
59663,37965,0,0,deny,66,66,0,1,0,1,0
54365,64147,0,0,deny,62,62,0,1,0,1,0
42252,33303,0,0,deny,60,60,0,1,0,1,0
60830,445,0,0,drop,70,70,0,1,0,1,0
5223,14446,0,0,deny,220,220,0,1,0,1,0
49280,445,0,0,drop,70,70,0,1,0,1,0
49278,445,0,0,drop,70,70,0,1,0,1,0
49277,445,0,0,drop,70,70,0,1,0,1,0
57114,35440,0,0,deny,146,146,0,1,0,1,0
64368,22114,0,0,deny,62,62,0,1,0,1,0
60829,445,0,0,drop,70,70,0,1,0,1,0
6703,21247,0,0,deny,62,62,0,1,0,1,0
44681,31573,0,0,deny,146,146,0,1,0,1,0
60827,445,0,0,drop,70,70,0,1,0,1,0
61050,445,0,0,drop,66,66,0,1,0,1,0
15466,41864,0,0,deny,148,148,0,1,0,1,0
62341,26467,0,0,deny,66,66,0,1,0,1,0
24271,52700,0,0,deny,66,66,0,1,0,1,0
49686,44847,0,0,deny,66,66,0,1,0,1,0
53756,50584,0,0,deny,66,66,0,1,0,1,0
37875,55108,0,0,deny,148,148,0,1,0,1,0
49274,445,0,0,drop,70,70,0,1,0,1,0
49266,445,0,0,drop,70,70,0,1,0,1,0
60820,445,0,0,drop,70,70,0,1,0,1,0
60818,445,0,0,drop,70,70,0,1,0,1,0
30948,50584,0,0,deny,146,146,0,1,0,1,0
61038,445,0,0,drop,66,66,0,1,0,1,0
61037,445,0,0,drop,66,66,0,1,0,1,0
27824,51505,0,0,deny,62,62,0,1,0,1,0
63822,14037,0,0,deny,145,145,0,1,0,1,0
60817,445,0,0,drop,70,70,0,1,0,1,0
18608,11392,0,0,deny,66,66,0,1,0,1,0
47910,7454,0,0,deny,60,60,0,1,0,1,0
55421,53,44471,53,allow,200,102,98,2,30,1,1
55756,53,41764,53,allow,747,90,657,2,30,1,1
50630,443,47610,443,allow,5013,968,4045,20,87,11,9
55834,53,38945,53,allow,184,94,90,2,31,1,1
16384,443,23910,443,allow,2227,1018,1209,17,16,8,9
53794,39607,29958,39607,allow,70,70,0,2,8,2,0
49205,29020,24277,29020,allow,316,136,180,6,7,3,3
49791,443,35792,443,allow,20149,14507,5642,40,355,24,16
56261,53,22541,53,allow,184,94,90,2,31,1,1
56072,80,56072,80,allow,23248,1600,21648,35,31,17,18
53795,22719,37217,22719,allow,258,70,188,4,8,2,2
52016,58318,32216,58318,allow,70,70,0,2,9,2,0
61427,443,64293,443,allow,7288,1763,5525,22,77,12,10
61430,443,43160,443,allow,7288,1763,5525,22,77,12,10
58035,80,60635,80,allow,130,70,60,2,15,1,1
60999,53,14276,53,allow,578,286,292,9,16,5,4
53789,47191,44143,47191,allow,70,70,0,2,8,2,0
53793,20468,60935,20468,allow,70,70,0,2,8,2,0
52013,35185,52958,35185,allow,70,70,0,2,9,2,0
56556,53,58365,53,allow,184,94,90,2,31,1,1
50265,31240,10906,31240,allow,726,726,0,12,1200,12,0
57262,53,44073,53,allow,176,90,86,2,30,1,1
58824,443,46343,443,allow,11863,7694,4169,33,17,17,16
34746,80,56625,80,allow,1299,793,506,12,15,6,6
56639,53,16587,53,allow,168,86,82,2,36,1,1
63962,10115,10126,10115,allow,66,66,0,2,8,2,0
61429,443,58099,443,allow,9504,3379,6125,28,77,15,13
53788,1,8231,1,allow,70,70,0,2,8,2,0
43818,80,62769,80,allow,2005,715,1290,8,15,5,3
41650,443,33832,443,allow,6356,1857,4499,48,229,20,28
51988,32239,13198,32239,allow,66,66,0,1,5,1,0
34942,443,50978,443,allow,4317,2189,2128,29,82,15,14
55803,53,28022,53,allow,174,89,85,3,36,2,1
50576,80,50576,80,allow,24419,8463,15956,49,19,25,24
55321,53,43693,53,allow,186,95,91,2,31,1,1
61428,443,21919,443,allow,7276,1763,5513,22,77,12,10
61426,443,49528,443,allow,7348,1763,5585,23,77,12,11
57193,80,36563,80,allow,2235,1055,1180,12,16,7,5
58821,443,62939,443,allow,16200,10803,5397,42,18,24,18
60929,80,45754,80,allow,2235,1055,1180,12,15,7,5
53791,16881,62073,16881,allow,70,70,0,2,8,2,0
61510,80,61510,80,allow,17105,750,16355,21,15,7,14
42650,3389,42650,3389,allow,4930,2691,2239,24,19,14,10
49990,443,43414,443,allow,622,210,412,10,21,4,6
62620,3389,62620,3389,allow,4410,2321,2089,22,18,12,10
60593,80,43950,80,allow,130,70,60,2,15,1,1
56297,53,44253,53,allow,168,86,82,2,30,1,1
55727,53,51328,53,allow,190,97,93,2,30,1,1
55433,443,16673,443,allow,72759,18547,54212,120,137,49,71
49454,80,13717,80,allow,3920,2138,1782,23,135,12,11
27005,12345,8943,12345,allow,898,126,772,2,31,1,1
44847,31105,50353,31105,allow,324,150,174,2,1200,1,1
53930,443,55523,443,allow,33489,2768,30721,44,121,17,27
56917,53,47484,53,allow,188,96,92,2,31,1,1
57176,53,65163,53,allow,793,101,692,2,31,1,1
55002,53,54595,53,allow,192,98,94,2,31,1,1
54712,443,60548,443,allow,5158,2609,2549,11,121,6,5
48886,443,65287,443,allow,8468,2867,5601,23,144,10,13
60816,445,0,0,drop,70,70,0,1,0,1,0
60815,445,0,0,drop,70,70,0,1,0,1,0
45766,35440,0,0,deny,62,62,0,1,0,1,0
60812,445,0,0,drop,70,70,0,1,0,1,0
60811,445,0,0,drop,70,70,0,1,0,1,0
51756,64147,0,0,deny,66,66,0,1,0,1,0
51655,26467,0,0,deny,62,62,0,1,0,1,0
49259,445,0,0,drop,70,70,0,1,0,1,0
49257,445,0,0,drop,70,70,0,1,0,1,0
49256,445,0,0,drop,70,70,0,1,0,1,0
49252,445,0,0,drop,70,70,0,1,0,1,0
15899,37807,0,0,deny,146,146,0,1,0,1,0
51989,29736,26603,29736,allow,160,70,90,2,5,1,1
60018,443,30525,443,allow,8127,1796,6331,21,79,12,9
52278,443,55005,443,allow,7196,1791,5405,18,31,11,7
56297,53,58728,53,allow,168,86,82,2,30,1,1
56783,53,44308,53,allow,193,102,91,2,30,1,1
39742,80,38417,80,allow,1569,593,976,10,44,6,4
59585,443,47956,443,allow,4815,2461,2354,47,58,26,21
59900,443,59900,443,allow,5980,1122,4858,18,58,9,9
50659,443,57690,443,allow,7128,2589,4539,25,37,15,10
9202,80,37636,80,allow,2949,546,2403,11,25,6,5
51540,443,24638,443,allow,957715,36759,920956,1075,161,378,697
50704,80,48490,80,allow,1082,896,186,18,214,15,3
50498,53,36030,53,allow,751,94,657,2,29,1,1
57032,53,53093,53,allow,166,86,80,2,29,1,1
50598,443,44338,443,allow,1653,1010,643,16,94,9,7
54201,443,42354,443,allow,6500,1064,5436,22,255,12,10
50609,443,29620,443,allow,1738,1061,677,18,94,10,8
50640,443,7427,443,allow,1533,950,583,14,85,8,6
57098,80,38453,80,allow,819,530,289,8,40,5,3
50537,443,21381,443,allow,6250,1595,4655,23,150,12,11
39175,80,7841,80,allow,1712,1324,388,11,16,5,6
60858,443,17492,443,allow,64658,47775,16883,115,16,63,52
53797,14550,19741,14550,allow,320,140,180,6,5,3,3
39724,443,26600,443,allow,6128,1344,4784,19,87,12,7
50645,443,5664,443,allow,1514,852,662,16,86,9,7
50585,443,60446,443,allow,1594,951,643,15,97,8,7
50703,80,64252,80,allow,1082,896,186,18,214,15,3
60785,40010,47744,40010,allow,316,136,180,6,5,3,3
5588,5588,0,0,allow,3354,1792,1562,46,192,23,23
53785,33324,40281,33324,allow,70,70,0,2,7,2,0
59994,53,59994,53,allow,86,86,0,1,29,1,0
43014,443,37896,443,allow,134,60,74,3,5,2,1
22278,53,34234,53,allow,806,458,348,3,29,2,1
56169,53,27417,53,allow,210,110,100,2,29,1,1
56109,53,59181,53,allow,323,102,221,2,29,1,1
55387,53,15050,53,allow,195,94,101,2,29,1,1
55907,53,31154,53,allow,184,94,90,2,29,1,1
49444,443,41469,443,allow,2293735,61874,2231861,2321,87,764,1557
55261,53,55428,53,allow,165,86,79,2,29,1,1
57253,53,25140,53,allow,199,102,97,2,29,1,1
58101,53,12737,53,allow,83,83,0,2,31,2,0
64887,53,53065,53,allow,209,110,99,2,30,1,1
55907,53,18173,53,allow,184,94,90,2,30,1,1
55421,53,56436,53,allow,200,102,98,2,30,1,1
52015,25487,58605,25487,allow,70,70,0,2,8,2,0
64219,53,14756,53,allow,403,94,309,4,38,2,2
41279,443,39948,443,allow,8119,1411,6708,20,200,11,9
65439,53,10579,53,allow,228,110,118,2,30,1,1
55002,53,6216,53,allow,196,102,94,2,30,1,1
49207,443,35081,443,allow,2643240,203689,2439551,3285,576,1237,2048
63084,53,39134,53,allow,86,86,0,2,31,2,0
51984,54606,27351,54606,allow,70,70,0,1,5,1,0
51214,443,63195,443,allow,7924,3247,4677,32,71,19,13
58759,443,21160,443,allow,6012,873,5139,18,25,9,9
57326,53,16719,53,allow,180,94,86,2,35,1,1
58432,443,22620,443,allow,26845,11746,15099,187,161,104,83
61422,443,38584,443,allow,8360,1781,6579,23,77,12,11
51997,14398,36359,14398,allow,130,70,60,2,5,1,1
57131,443,18384,443,allow,6489,1065,5424,22,255,12,10
55679,1024,59914,1024,allow,70,70,0,2,8,2,0
56968,443,61875,443,allow,5649,2005,3644,21,186,11,10
15760,53,32222,53,allow,497,83,414,4,30,2,2
49879,53,57267,53,allow,517,95,422,4,44,2,2
49662,53,37093,53,allow,268,93,175,4,59,2,2
56676,53,50057,53,allow,178,94,84,2,30,1,1
63239,443,35910,443,allow,5725,3290,2435,34,125,19,15
55656,53,30150,53,allow,413,102,311,2,30,1,1
57262,53,58338,53,allow,180,94,86,2,30,1,1
52010,443,6265,443,allow,7722,2568,5154,26,63,15,11
58322,53,48798,53,allow,320,94,226,2,30,1,1
45977,53,27186,53,allow,164,78,86,2,30,1,1
48308,443,61860,443,allow,4654,2499,2155,17,31,9,8
56556,53,50468,53,allow,184,94,90,2,30,1,1
57053,53,14001,53,allow,211,102,109,2,30,1,1
59923,53,29358,53,allow,197,78,119,2,30,1,1
56940,80,57845,80,allow,606,70,536,10,278,2,8
56112,53,18781,53,allow,199,102,97,2,30,1,1
55321,53,63193,53,allow,193,102,91,2,30,1,1
51986,41982,32620,41982,allow,70,70,0,1,5,1,0
49991,443,60218,443,allow,622,210,412,10,21,4,6
41052,80,7228,80,allow,1056,682,374,10,15,6,4
49568,80,26293,80,allow,1515,481,1034,11,15,6,5
56297,53,12569,53,allow,168,86,82,2,30,1,1
56561,443,57452,443,allow,341343,9074,332269,353,121,122,231
50811,443,33324,443,allow,2719275,48822,2670453,2459,127,689,1770
61409,443,48164,443,allow,7839,1726,6113,21,77,11,10
55803,53,42450,53,allow,261,89,172,4,38,2,2
50575,80,50575,80,allow,44569,12221,32348,81,19,42,39
56438,53,21882,53,allow,312,94,218,2,30,1,1
56810,53,20653,53,allow,438,180,258,6,30,3,3
53686,19010,53686,19010,allow,70,70,0,1,30,1,0
56653,53,34935,53,allow,78,78,0,1,30,1,0
56740,443,11618,443,allow,456259,379546,76713,1179,364,656,523
63925,53,36572,53,allow,682,199,483,6,46,3,3
49502,80,22198,80,allow,2300864,53111,2247753,2242,18,755,1487
58835,443,42835,443,allow,5166,700,4466,16,15,7,9
64999,53,20323,53,allow,515,86,429,4,45,2,2
37395,443,29125,443,allow,16590,1630,14960,33,199,15,18
50618,443,39503,443,allow,11054,1724,9330,28,91,15,13
50613,443,53382,443,allow,1512,850,662,16,93,9,7
50644,443,24533,443,allow,1514,852,662,16,86,9,7
58760,443,37477,443,allow,5927,794,5133,17,25,8,9
57342,443,57537,443,allow,10761,5724,5037,43,15,25,18
50606,443,59722,443,allow,1511,849,662,16,94,9,7
50611,443,62610,443,allow,11152,2086,9066,33,93,17,16
55681,31948,3131,31948,allow,70,70,0,2,8,2,0
47052,80,21524,80,allow,1217,486,731,8,43,5,3
55677,16588,6838,16588,allow,70,70,0,1,5,1,0
55399,53,4452,53,allow,405,99,306,4,41,2,2
55729,53,41477,53,allow,256,96,160,4,41,2,2
65466,53,9762,53,allow,298,102,196,4,39,2,2
50610,443,21425,443,allow,9469,1273,8196,29,93,15,14
53792,1,12742,1,allow,70,70,0,2,7,2,0
53784,16671,49140,16671,allow,70,70,0,2,7,2,0
51987,23136,41339,23136,allow,70,70,0,1,5,1,0
54828,443,63990,443,allow,70,70,0,1,5,1,0
58885,443,6031,443,allow,152,86,66,2,5,1,1
63240,443,14470,443,allow,1433,734,699,18,125,10,8
59723,443,10674,443,allow,70,70,0,2,5,2,0
49385,53,59773,53,allow,241,102,139,2,29,1,1
64017,53,10978,53,allow,461,94,367,2,29,1,1
55675,49271,26954,49271,allow,504,318,186,8,16,5,3
49500,53,31434,53,allow,248,118,130,2,29,1,1
45344,53,14086,53,allow,538,328,210,3,29,2,1
64775,53,35140,53,allow,445,86,359,2,29,1,1
55727,53,2459,53,allow,195,102,93,2,29,1,1
55068,53,59463,53,allow,196,102,94,2,29,1,1
56112,53,63692,53,allow,199,102,97,2,29,1,1
40204,40034,20615,40034,allow,164,102,62,2,30,1,1
56318,53,21992,53,allow,183,94,89,2,29,1,1
55421,53,33025,53,allow,200,102,98,2,29,1,1
56880,53,13587,53,allow,209,110,99,2,30,1,1
65071,53,37727,53,allow,93,93,0,2,60,2,0
55868,53,39236,53,allow,458,188,270,6,29,3,3
56261,53,2901,53,allow,184,94,90,2,30,1,1
55525,53,3773,53,allow,214,110,104,2,30,1,1
59923,53,7241,53,allow,197,78,119,2,30,1,1
56556,53,6278,53,allow,184,94,90,2,31,1,1
49450,443,1753,443,allow,2319947,69322,2250625,2464,70,870,1594
45753,80,11896,80,allow,48495,10969,37526,83,477,39,44
61418,443,63876,443,allow,7741,1614,6127,21,77,11,10
58096,443,10840,443,allow,7252,1150,6102,22,199,11,11
55678,52879,22607,52879,allow,70,70,0,1,5,1,0
50580,80,50580,80,allow,18727,8262,10465,44,18,23,21
50258,5228,5532,5228,allow,6764,1575,5189,25,157,14,11
59381,53,5162,53,allow,189,78,111,2,30,1,1
55834,53,17845,53,allow,184,94,90,2,30,1,1
56875,53,33833,53,allow,167,86,81,2,30,1,1
59699,443,10810,443,allow,9015,2221,6794,27,421,13,14
50306,443,42473,443,allow,2474,735,1739,11,120,6,5
51221,6889,53258,6889,allow,481,150,331,2,1200,1,1
50265,32988,60132,32988,allow,1488,930,558,21,1200,12,9
36617,443,29137,443,allow,16276,14463,1813,33,95,20,13
56819,443,59951,443,allow,79878,10479,69399,138,120,68,70
49447,443,42024,443,allow,790501,27378,763123,858,86,322,536
46209,443,22477,443,allow,4900,2781,2119,25,95,13,12
45754,80,23823,80,allow,47137,10210,36927,80,477,38,42
9195,80,8495,80,allow,2819,541,2278,12,31,6,6
58758,443,49380,443,allow,4889,1079,3810,15,25,8,7
51982,56306,51670,56306,allow,70,70,0,1,5,1,0
52837,443,26069,443,allow,843201,50940,792261,1191,159,451,740
57130,443,40605,443,allow,6489,1065,5424,22,255,12,10
56917,53,28541,53,allow,194,102,92,2,30,1,1
56427,53,19551,53,allow,166,86,80,2,30,1,1
57262,53,33477,53,allow,180,94,86,2,30,1,1
57683,53,53315,53,allow,243,94,149,2,30,1,1
57343,53,33500,53,allow,181,94,87,2,30,1,1
57262,53,12912,53,allow,180,94,86,2,30,1,1
62415,53,11045,53,allow,86,86,0,2,31,2,0
49451,443,37319,443,allow,1855625,57182,1798443,1981,70,703,1278
57132,443,41283,443,allow,6489,1065,5424,22,255,12,10
65497,443,27033,443,allow,392197,11800,380397,406,16,143,263
58762,443,39294,443,allow,318,192,126,6,25,4,2
52014,20524,1318,20524,allow,70,70,0,2,8,2,0
55680,23711,23434,23711,allow,70,70,0,2,8,2,0
56864,15646,51512,15646,allow,70,70,0,2,8,2,0
51985,38904,1159,38904,allow,70,70,0,1,5,1,0
51983,30472,5988,30472,allow,70,70,0,1,5,1,0
65498,443,2400,443,allow,92290,4799,87491,107,16,43,64
57206,123,21797,123,allow,184,94,90,2,30,1,1
59381,53,57847,53,allow,189,78,111,2,30,1,1
56639,53,41760,53,allow,168,86,82,2,30,1,1
46000,53,44521,53,allow,164,78,86,2,31,1,1
55068,53,43226,53,allow,196,102,94,2,31,1,1
27005,26259,41193,26259,allow,889,126,763,2,31,1,1
51304,443,39350,443,allow,5839,3609,2230,25,361,13,12
30188,23453,55935,23453,allow,502,150,352,2,1200,1,1
50265,14107,11611,14107,allow,132,132,0,3,1200,3,0
55817,53,30944,53,allow,392,102,290,2,30,1,1
64709,53,47288,53,allow,353,118,235,2,30,1,1
48444,53,53992,53,allow,164,78,86,2,30,1,1
53796,53,64571,53,allow,213,78,135,2,30,1,1
37965,58609,35622,58609,allow,15544,7978,7566,132,3153,72,60
55321,53,21988,53,allow,193,102,91,2,31,1,1
55002,53,11641,53,allow,196,102,94,2,31,1,1
27005,33056,50628,33056,allow,885,126,759,2,31,1,1
64500,53,31734,53,allow,212,102,110,2,30,1,1
56419,53,45684,53,allow,199,102,97,2,30,1,1
56279,53,33232,53,allow,228,110,118,2,30,1,1
27005,27015,32670,27015,allow,912,126,786,2,31,1,1
53746,53,62050,53,allow,164,78,86,2,31,1,1
56544,53,44845,53,allow,183,86,97,2,31,1,1
27005,33058,40872,33058,allow,884,126,758,2,31,1,1
65239,443,50519,443,allow,5780,2572,3208,23,120,11,12
55719,443,5079,443,allow,2936,343,2593,12,120,5,7
25,55987,25,55987,allow,118,118,0,1,120,1,0
36685,443,19672,443,allow,10753,1585,9168,24,120,10,14
10151,27715,29644,27715,allow,460,150,310,2,1200,1,1
57346,443,28545,443,allow,72170,4208,67962,102,186,48,54
50584,20824,62214,20824,allow,324,150,174,2,1200,1,1
27005,27015,23860,27015,allow,871,126,745,2,31,1,1
55582,53,48223,53,allow,344,107,237,4,54,2,2
53771,64351,48425,64351,allow,70,70,0,1,5,1,0
5588,5588,0,0,allow,3354,1792,1562,46,193,23,23
62800,80,25172,80,allow,1437,659,778,11,45,6,5
57945,443,56695,443,allow,3522,1763,1759,31,32,16,15
49662,53,31424,53,allow,268,93,175,4,58,2,2
53782,42855,41001,42855,allow,70,70,0,2,8,2,0
49550,80,26667,80,allow,3531,1965,1566,14,29,8,6
60987,443,57213,443,allow,9029,2323,6706,31,16,17,14
55834,53,8445,53,allow,429,94,335,4,52,2,2
56783,53,44833,53,allow,193,102,91,2,30,1,1
59759,53,58276,53,allow,211,78,133,2,30,1,1
55142,53,43974,53,allow,889,404,485,10,30,5,5
55680,53,53324,53,allow,198,94,104,2,30,1,1
44133,53,62526,53,allow,164,78,86,2,30,1,1
61030,445,0,0,drop,66,66,0,1,0,1,0
58251,36237,0,0,deny,66,66,0,1,0,1,0
1330,53567,0,0,deny,146,146,0,1,0,1,0
60797,445,0,0,drop,70,70,0,1,0,1,0
60795,445,0,0,drop,70,70,0,1,0,1,0
60792,445,0,0,drop,70,70,0,1,0,1,0
63910,44847,0,0,deny,66,66,0,1,0,1,0
1903,43890,0,0,deny,62,62,0,1,0,1,0
60787,445,0,0,drop,70,70,0,1,0,1,0
60786,445,0,0,drop,70,70,0,1,0,1,0
61026,445,0,0,drop,66,66,0,1,0,1,0
61024,445,0,0,drop,66,66,0,1,0,1,0
61019,445,0,0,drop,66,66,0,1,0,1,0
61017,445,0,0,drop,66,66,0,1,0,1,0
61020,445,0,0,drop,66,66,0,1,0,1,0
61022,445,0,0,drop,66,66,0,1,0,1,0
61015,445,0,0,drop,66,66,0,1,0,1,0
